city,city_name,date,nws_settlement_temp,station_id,kalshi_station,source,note
HOU,Houston (Bush Intercontinental),2020-02-04,80,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-05,59,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-06,52,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-07,72,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-08,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-09,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-10,78,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-11,57,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-12,57,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-13,60,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-14,62,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-15,67,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-16,72,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-17,81,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-18,79,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-19,60,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-20,51,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-21,57,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-22,64,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-23,68,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-24,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-25,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-26,57,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-27,61,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-28,74,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-02-29,75,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-01,72,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-02,81,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-03,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-04,76,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-05,75,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-06,74,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-07,62,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-08,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-09,74,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-10,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-11,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-12,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-13,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-14,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-15,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-16,76,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-17,85,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-18,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-19,85,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-20,76,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-21,61,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-22,78,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-23,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-24,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-25,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-26,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-27,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-28,81,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-29,81,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-30,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-03-31,76,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-01,75,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-02,75,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-03,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-04,68,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-05,74,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-06,77,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-07,87,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-08,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-09,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-10,74,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-11,77,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-12,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-13,70,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-14,71,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-15,72,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-16,75,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-17,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-18,76,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-19,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-20,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-21,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-22,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-23,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-24,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-25,81,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-26,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-27,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-28,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-29,83,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-04-30,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-01,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-02,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-03,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-04,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-05,93,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-06,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-07,85,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-08,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-09,73,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-10,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-11,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-12,85,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-13,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-14,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-15,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-16,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-17,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-18,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-19,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-20,95,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-21,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-22,93,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-23,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-24,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-25,84,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-26,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-27,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-28,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-29,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-30,89,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-05-31,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-01,85,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-02,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-03,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-04,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-05,93,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-06,96,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-07,95,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-08,95,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-09,97,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-10,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-11,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-12,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-13,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-14,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-15,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-16,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-17,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-18,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-19,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-20,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-21,93,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-22,82,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-23,90,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-24,88,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-25,87,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-26,86,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-27,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-28,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-29,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-06-30,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-01,95,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-02,97,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-03,96,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-04,97,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-05,96,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-06,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-07,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-08,96,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-09,98,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-10,100,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-11,101,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-12,97,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-13,101,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-14,99,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-15,99,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-16,100,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-17,92,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-18,94,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-19,96,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
HOU,Houston (Bush Intercontinental),2020-07-20,91,GHCND:USW00012960,George Bush Intercontinental,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
