city,city_name,date,nws_settlement_temp,source,note
NYC,New York (Central Park),2022-03-29,38,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-03-30,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-03-31,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-01,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-02,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-03,47,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-04,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-05,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-06,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-07,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-08,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-09,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-10,50,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-11,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-12,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-13,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-14,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-15,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-16,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-17,50,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-18,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-19,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-20,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-21,55,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-22,65,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-23,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-24,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-25,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-26,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-27,55,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-28,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-29,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-04-30,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-01,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-02,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-03,65,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-04,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-05,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-06,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-07,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-08,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-09,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-10,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-11,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-12,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-13,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-14,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-15,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-16,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-17,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-18,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-19,71,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-20,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-21,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-22,87,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-23,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-24,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-25,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-26,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-27,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-28,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-29,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-30,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-05-31,92,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-01,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-02,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-03,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-04,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-05,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-06,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-07,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-08,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-09,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-10,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-11,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-12,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-13,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-14,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-15,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-16,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-17,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-18,71,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-19,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-20,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-21,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-22,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-23,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-24,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-25,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-26,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-27,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-28,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-29,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-06-30,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-01,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-02,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-03,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-04,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-05,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-06,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-07,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-08,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-09,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-10,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-11,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-12,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-13,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-14,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-15,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-16,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-17,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-18,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-19,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-20,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-21,92,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-22,94,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-23,95,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-24,97,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-25,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-26,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-27,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-28,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-29,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-30,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-07-31,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-01,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-02,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-03,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-04,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-05,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-06,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-07,94,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-08,94,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-09,98,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-10,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-11,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-12,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-13,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-14,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-15,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-16,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-17,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-18,87,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-19,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-20,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-21,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-22,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-23,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-24,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-25,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-26,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-27,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-28,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-29,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-30,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-08-31,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-01,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-02,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-03,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-04,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-05,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-06,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-07,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-08,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-09,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-10,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-11,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-12,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-13,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-14,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-15,71,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-16,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-17,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-18,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-19,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-20,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-21,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-22,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-23,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-24,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-25,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-26,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-27,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-28,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-29,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-09-30,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-01,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-02,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-03,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-04,55,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-05,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-06,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-07,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-08,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-09,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-10,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-11,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-12,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-13,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-14,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-15,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-16,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-17,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-18,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-19,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-20,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-21,61,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-22,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-23,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-24,61,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-25,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-26,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-27,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-28,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-29,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-30,61,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-10-31,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-01,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-02,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-03,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-04,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-05,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-06,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-07,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-08,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-09,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-10,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-11,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-12,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-13,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-14,45,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-15,45,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-16,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-17,46,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-18,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-19,39,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-20,36,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-21,39,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-22,49,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-23,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-24,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-25,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-26,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-27,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-28,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-29,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-11-30,55,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-01,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-02,41,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-03,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-04,44,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-05,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-06,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-07,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-08,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-09,44,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-10,41,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-11,39,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-12,39,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-13,40,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-14,40,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-15,40,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2022-12-16,43,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
